TRACKINGNUMBER,NAME,PHYSICALADDRESS,PHYSICALCITY,FACTYPE,LATITUDE,LONGITUDE
MARO-B3LULE,Zaiqa Halal BBQ Restaurant,9450 120 St,Surrey,Restaurant,49.17459759,-122.8890045
SYOG-5M55QU,Zion Park Manor Food Service,5939 180 St,Surrey,Restaurant,49.11004416,-122.7240003
SPLH-9NEUHG,Zugba Flame Grilled Chicken,14351 104 Ave,Surrey,Restaurant,49.19172759,-122.8241835
HCAR-B8RUZG,Flying Cup Coffee & Dessert,10422 168 St,Surrey,Restaurant,49.19205936,-122.7562559
A018553    ,Fong's Eatery,12308 Beecher St,Surrey,Restaurant,49.05281221,-122.8808414
GEDS-65SNSU,Fortune Wok (Surrey),1711 152 St,Surrey,Restaurant,49.0331143,-122.801669
NDAA-948T7W,Four Seasons,14351 104 Ave,Surrey,Restaurant,49.19172759,-122.8241835
SYOG-5M553H,Frank Hurt Secondary School Cafeteria,13940 77 Ave,Surrey,Restaurant,49.14255953,-122.8359111
GEDS-6R5QMX,Fraser Glen Pizza,16814 104 Ave,Surrey,Restaurant,49.19147317,-122.7560494
A019745    ,Fraser Heights Secondary School Cafeteria,16060 108 Ave,Surrey,Restaurant,49.19859857,-122.7769301
HCAR-ASGSZD,Fraser Region Aboriginal Friendship Centre,10095 Whalley Blvd,Surrey,Restaurant,49.18594714,-122.8434812
HCAR-ATYPHV,Fraserview Meats,7218 King George Blvd,Surrey,Restaurant,49.1343323,-122.8452132
NDAA-A9KQFU,Fraserview Meats,12837 88 Ave,Surrey,Restaurant,49.16276072,-122.8671874
SHEN-A76R64,Fraserview Meats,6377 168 St,Surrey,Restaurant,49.11810961,-122.756897
JRON-6M3P9A,Fraserway Meat,12047 80 Ave,Surrey,Restaurant,49.14874447,-122.8887306
GEDS-7J4MNB,Freedom Place,10342 148 St,Surrey,Restaurant,49.19019935,-122.8116967
A016716    ,Fresgo Inn,10102 King George Blvd,Surrey,Restaurant,49.18621766,-122.8450997
GEDS-6UPMUE,Fresh Hair Concepts,15252 32 Ave,Surrey,Restaurant,49.06101028,-122.7984696
HCAR-AW72DJ,Fresh Street Market - Deli,15930 Fraser Hwy,Surrey,Restaurant,49.15706506,-122.7818799
NDAA-9BNNTT,Freshii,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
HCAR-ATMPPQ,Freshii (24th Ave),16030 24 Ave,Surrey,Restaurant,49.04521951,-122.7779787
HCAR-BD8TDN,Freshii (Cloverdale Mall Surrey),6476 176 St,Surrey,Restaurant,49.12001039,-122.7345758
HCAR-AZXTPE,Freshii (Fleetwood),15940 Fraser Hwy,Surrey,Restaurant,49.15704507,-122.7809649
HCAR-B8Y2BQ,Freshii - Panorama,5717 152 St,Surrey,Restaurant,49.10654594,-122.8014385
SHEN-BDJU3G,Freshii CC2,9639 137A St,Surrey,Restaurant,49.17801645,-122.8423177
HCAR-B7MP49,Freshlo Pizza,3268 King George Blvd,Surrey,Restaurant,49.06108806,-122.8120565
NDAA-8Z8PDS,Freshslice,10153 King George Blvd,Surrey,Restaurant,49.18592247,-122.8458478
JDSO-AC4SZY,Freshslice Pizza,10777 University Dr,Surrey,Restaurant,49.19836169,-122.8510966
SPLH-AS8TEH,Freshslice Pizza (104th Ave),14357 104 Ave,Surrey,Restaurant,49.19172924,-122.8237719
SPLH-9CWVB6,Freshslice Pizza (152nd St Surrey),10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
MARO-AZFTJ5,Freshslice Pizza (152nd St),1711 152 St,Surrey,Restaurant,49.0331143,-122.801669
GEDS-7RLVLS,Freshslice Pizza (Surrey),10252 City Pky,Surrey,Restaurant,49.18909542,-122.8473918
SWOD-AHGU84,Freshslice Pizza - Park Place,9908 King George Hwy,Surrey,Restaurant,49.18334718,-122.8449947
SDFO-8MYUSB,FUEL Catering,2570 King George Blvd,Surrey,Restaurant,49.04892267,-122.7971082
NDAA-9EBQJ6,Full Ramen Japanese Cuisine,15925 Fraser Hwy,Surrey,Restaurant,49.15861277,-122.7813143
JDSO-ADJN3Q,Funplex,12070 88 Ave,Surrey,Restaurant,49.16306615,-122.8882978
NDAA-9NYPDW,Gabrielle Roy School Kitchen,6887 132 St,Surrey,Restaurant,49.1283888,-122.8569091
GEDS-7VCPN5,Galina's Cafe,13531 102 Ave,Surrey,Restaurant,49.18801137,-122.8470738
SHEN-AP5QTE,Galini Greek Kouzina & Grill,19475 Fraser Hwy,Surrey,Restaurant,49.11542665,-122.6827788
GEDS-6PNPVF,Garcha Bros Meat Shop,8166 128 St,Surrey,Restaurant,49.15130553,-122.8673937
DMIL-9PBSFT,Garcha Bros Meat Shop,13767 72 Ave,Surrey,Restaurant,49.13376303,-122.8398677
GEDS-7RSNY3,Garcha Bros Meat Shop (68th Ave),15299 68 Ave,Surrey,Restaurant,49.12656472,-122.7992341
JDSO-AD4RB8,Garcha Bros Meat Store,15299 68 Ave,Surrey,Restaurant,49.12656472,-122.7992341
PNEL-8PJRAV,Garry's Rasoi,12788 76A Ave,Surrey,Restaurant,49.14218908,-122.8685586
SDFO-8LBUNQ,Gateway Java,13401 108 Ave,Surrey,Restaurant,49.1990937,-122.8502549
SHEN-AZ7P7E,Gateway Pizza & Curry House,9183 148 St,Surrey,Restaurant,49.16994156,-122.8124996
GEDS-6NKUWV,Gateway Pizza (Newton),12877 76 Ave,Surrey,Restaurant,49.1411849,-122.8659412
SPLH-9P8V42,GB Foods & Sherlocks Imports,13369 72 Ave,Surrey,Restaurant,49.1338361,-122.8530991
HCAR-AU2VFF,Glenwood Pizza & Curry House,16793 60 Ave,Surrey,Restaurant,49.11167704,-122.757482
SPLH-9KKRYF,GNJ Vegetarian Bistro,7310 120 St,Surrey,Restaurant,49.1357896,-122.8900083
ACAK-9BEQ5F,Go Bananas/Funky Monkey Playcenter (Surrey),13853 104 Ave,Surrey,Restaurant,49.1917049,-122.8380632
SWOD-9YXM77,Go Grill,10153 King George Blvd,Surrey,Restaurant,49.18592247,-122.8458478
HCAR-AWER52,Golden Chongqing House,10537 King George Blvd,Surrey,Restaurant,49.19396554,-122.8456027
GEDS-7D3TRN,Golden Lion Restaurant,2377 King George Blvd,Surrey,Restaurant,49.04495018,-122.7933296
JDSO-AE2MNU,Golden Medal Restaurant,5619 176A St,Surrey,Restaurant,49.10463552,-122.7338308
PNEL-8R4MZJ,Golden Panda Restaurant,6355 152 St,Surrey,Restaurant,49.11819888,-122.8013965
SHEN-9PATK5,Golden Samosa Bakery,12025 Nordel Way,Surrey,Restaurant,49.16237241,-122.8888952
SPLH-9P2SK9,Golden Sweets & Restaurant,6377 168 St,Surrey,Restaurant,49.11810961,-122.756897
SHEN-B55PW9,Goru Goru,15930 Fraser Hwy,Surrey,Restaurant,49.15706506,-122.7818799
HCAR-BD2UPV,Goto Moto & Huong Que Restaurant,10673 King George Blvd,Surrey,Restaurant,49.19673595,-122.8457093
A014243    ,Gracepoint Community Church,3487 King George Blvd,Surrey,Restaurant,49.06520259,-122.8184368
A019423    ,Grand Taj Banquet Centre,8388 128 St,Surrey,Restaurant,49.15488649,-122.8677007
MARO-B3LPN4,Grandt Kitchen,10257 King George Blvd,Surrey,Restaurant,49.18923985,-122.845753
A020392    ,Grassroots Cafe,12666 72 Ave,Surrey,Restaurant,49.13362169,-122.8713254
SHEN-9ZKSGP,Great Pizza,15988 Fraser Hwy,Surrey,Restaurant,49.15724844,-122.7795386
GEDS-5ZZQLL,Great Pizza 2 For 1,12578 72 Ave,Surrey,Restaurant,49.13327245,-122.8741596
SYOG-5M57T4,Greco's Specialty Foods Ltd,6886 King George Blvd,Surrey,Restaurant,49.1277599,-122.8451596
MARO-AZETTW,Greek Island Pizza,14657 108 Ave,Surrey,Restaurant,49.1989141,-122.8160859
HCAR-BD5TQ5,Greek Islands Restaurant,9547 152 St,Surrey,Restaurant,49.17590414,-122.8012833
SWOD-AG5UGV,"Green Indian Cuisine, Pizza & Sweets",12565 88 Ave,Surrey,Restaurant,49.16401631,-122.8747815
GEDS-65VQV3,Green Lettuce Restaurant,6350 120 St,Surrey,Restaurant,49.11815677,-122.8900634
NDAA-92XPX8,Green Timbers Market (RCMP),14200 Green Timbers Way,Surrey,Restaurant,49.17966902,-122.8299145
A018895    ,Green Timbers Pub,9167 148 St,Surrey,Restaurant,49.16961161,-122.8124958
A013869    ,Growing Together Day Care - Food Service,10707 146 St,Surrey,Restaurant,49.19694731,-122.8178245
GEDS-65VSG5,Guildford Family Place,10310 154 St,Surrey,Restaurant,49.18936699,-122.7950441
SYOG-5M59T6,Guildford Gardens Daycare,14921 107A Ave,Surrey,Restaurant,49.19832797,-122.8086813
A018362    ,Guildford Golf & Country Club Concession,7929 152 St,Surrey,Restaurant,49.14458309,-122.801385
A018363    ,Guildford Golf & Country Club Lounge,7929 152 St,Surrey,Restaurant,49.14458309,-122.801385
A018364    ,Guildford Golf & Country Club Restaurant,7929 152 St,Surrey,Restaurant,49.14458309,-122.801385
A016534    ,Guildford Park Secondary School Cafeteria,10707 146 St,Surrey,Restaurant,49.19694731,-122.8178245
ACAK-8XGSTR,Guildford Pizza & Pasta,10790 148 St,Surrey,Restaurant,49.1981435,-122.8122561
SYOG-5M563K,Guildford Pizza & Restaurant,10727 135A St,Surrey,Restaurant,49.19753024,-122.8472596
SWOD-AKBUJF,Guildford Seniors Village Food Service,14568 104A Ave,Surrey,Restaurant,49.19257834,-122.8183454
A016834    ,Guildford Station Pub,10176 154 St,Surrey,Restaurant,49.18758872,-122.7950644
GEDS-6J6MB7,Guildford Sushi House,10330 152 St,Surrey,Restaurant,49.19027016,-122.8000928
SHEN-AJDP5A,Gulberg Catering & Production Centre,8322 130 St,Surrey,Restaurant,49.15374911,-122.8620364
SHEN-9TNMS5,Gulberg Mediterranean & Persian Grill,12578 72 Ave,Surrey,Restaurant,49.13327245,-122.8741596
GEDS-6D8TJW,Gulberg Tandoor & Donair,12578 72 Ave,Surrey,Restaurant,49.13327245,-122.8741596
GEDS-6AAPTZ,Gurdwara Amrit Prakash Sikh Temple,7990 123A St,Surrey,Restaurant,49.14785795,-122.8802975
GEDS-76HV2F,Gurdwara Dukh Nivaran Sahib Society,15255 68 Ave,Surrey,Restaurant,49.12656348,-122.7998996
GEDS-85ZT62,Gurdwara Sahib Brookside Temple,8365 140 St,Surrey,Restaurant,49.15472947,-122.8349706
A013876    ,Gurdwara Sahib Dasmesh Darbar,12885 85 Ave,Surrey,Restaurant,49.15780659,-122.8652831
PGOO-63CUDS,Guru Lucky Snacks & Sweets,7660 134 St,Surrey,Restaurant,49.14197248,-122.8509582
GEDS-65VTRU,Guru Nanak Sikh Gurdwara Temple,7050 120 St,Surrey,Restaurant,49.13132323,-122.8899858
GEDS-73JSZZ,H Anmol Sweet & Restaurant,8363 128 St,Surrey,Restaurant,49.15466529,-122.86936
SHEN-AP8PBW,H-Mart Hot Food,19555 Fraser Hwy,Surrey,Restaurant,49.11473773,-122.6811169
HCAR-B6KMSN,Halifax Essentials Donair - Shannon Hall,6050A 176 St,Surrey,Restaurant,49.11225879,-122.7347282
GEDS-69F2AU,Hanako Japanese Restaurant,15135 101 Ave,Surrey,Restaurant,49.18630015,-122.8027022
NDAA-9S2VV2,Hanaya Japanese Restaurant,2828 152 St,Surrey,Restaurant,49.05326246,-122.8009054
HCAR-BCUPMH,Hangry Health Bar,15380 102A Ave,Surrey,Restaurant,49.18859323,-122.7962524
A020358    ,Hannam Supermarket (Deli),15357 104 Ave,Surrey,Restaurant,49.19170326,-122.7966521
MARO-B8MS4M,Hannam Supermarket Restaurant,15357 104 Ave,Surrey,Restaurant,49.19170326,-122.7966521
SWOD-AF3Q48,Hansel Deli,5804 176 St,Surrey,Restaurant,49.10792392,-122.7347726
A018866    ,Happy Farm Group Centre for Children Food Service,9458 134 St,Surrey,Restaurant,49.1745729,-122.8511954
GEDS-797Q8J,Happy Jacks Cafe,10470 152 St,Surrey,Restaurant,49.19270855,-122.8005444
NDAA-ALUNEN,HappyCakes CupCakes & More,18640 Fraser Hwy,Surrey,Restaurant,49.12546293,-122.7060946
HCAR-B7YP88,Harbin Food,1647 140 St,Surrey,Restaurant,49.03210737,-122.834578
SHEN-BCSVDK,Haru Japanese Restaurant,19390 68 Ave,Surrey,Restaurant,49.12623835,-122.6858235
SPLH-ASHT5Z,Haryana Sweets & Catering Service,12448 82 Ave,Surrey,Restaurant,49.15185171,-122.8778071
NDAA-9H7NFY,Hawthorne Beer Market & Bistro,5633 176 St,Surrey,Restaurant,49.10484451,-122.7351986
A018954    ,Hazelmere Golf & Tennis Club Lounge/Kitchen,18150 8 Ave,Surrey,Restaurant,49.01621711,-122.7191482
A018910    ,Hazelmere Golf & Tennis Club Main Dining Room,18150 8 Ave,Surrey,Restaurant,49.01621711,-122.7191482
A018953    ,Hazelmere Golf & Tennis Club Snack Bar,18150 8 Ave,Surrey,Restaurant,49.01621711,-122.7191482
A018992    ,Hazelmere Lodge Food Service,19475 16 Ave,Surrey,Restaurant,49.0312795,-122.6834655
ACAK-8VHRZ5,Healthy Monkey Cafe,2970 King George Blvd,Surrey,Restaurant,49.05621632,-122.8058611
A018926    ,Helping Hands Children's Centre Food Service,9012 160 St,Surrey,Restaurant,49.16698471,-122.7785269
GEDS-7R4TU5,Hi Japanese Sushi,3388 Rosemary Heights Cres,Surrey,Restaurant,49.06333416,-122.7981734
A018906    ,Hillside Lodge Food Service,10592 125B St,Surrey,Restaurant,49.19553336,-122.8737093
GEDS-7ELT6P,Hilton Villa Care Centre Partnership,13525 Hilton Rd,Surrey,Restaurant,49.20227873,-122.8470483
GEDS-6SAQMH,Holiday Inn Express Surrey - Breakfast Area,15808 104 Ave,Surrey,Restaurant,49.19136246,-122.7833802
GEDS-775L8C,Holy Cross Regional Secondary School,16193 88 Ave,Surrey,Restaurant,49.16295131,-122.7738025
SHEN-AMWR8K,Holy Taco,15951 Fraser Hwy,Surrey,Restaurant,49.15815596,-122.7802487
HCAR-AZYNBW,Home Slice Pizza,7170 188 St,Surrey,Restaurant,49.1329244,-122.701348
GEDS-6LD2F9,Honeybee Centre - Kitchen,7480 176 St,Surrey,Restaurant,49.13885443,-122.7341535
HCAR-BCZURV,Hook and Ladder Bar & Grill,8593 132 St,Surrey,Restaurant,49.15844548,-122.8574375
SDFO-8FEUYM,Hooked Fish Bar,12157 Beecher St,Surrey,Restaurant,49.05231219,-122.8847752
HCAR-AU9V4X,Hot Millions Pizza & Cafe,9200 120 St,Surrey,Restaurant,49.17059222,-122.8900158
SHEN-AGKN4N,Hot Pan Pizza,13634 104 Ave,Surrey,Restaurant,49.19144332,-122.8442952
MARO-AZHTMX,Hugo's Mexican Kitchen,19181 Fraser Hwy,Surrey,Restaurant,49.11938014,-122.6912061
HCAR-ASV26J,Huyen Coffee Shop,13551 105A Ave,Surrey,Restaurant,49.194609,-122.8466597
GEDS-5SQS5N,Hyland House Food Service,6595 King George Blvd,Surrey,Restaurant,49.12268571,-122.8459244
ACAK-8XKTKS,IHOP #309,2429 152 St,Surrey,Restaurant,49.04616705,-122.8015081
A018356    ,IHOP #312,8170 120 St,Surrey,Restaurant,49.15202276,-122.8900736
HCAR-B7YVBD,Ike Sushi,19188 72 Ave,Surrey,Restaurant,49.13346587,-122.6915763
SHEN-ABJTGL,Il Uk Jo Restaurant Ltd.,15188 Fraser Hwy,Surrey,Restaurant,49.16616158,-122.8020339
PNEL-8R2TQT,Imitating Christ Training Centre,12969 Crescent Rd,Surrey,Restaurant,49.05502583,-122.8631422
HCAR-B2MR8U,Imperial Garden Chinese Cuisine,1625 152 St,Surrey,Restaurant,49.03240001,-122.8016914
GEDS-6SYPL6,Imperial Place Residences,13853 102 Ave,Surrey,Restaurant,49.18792654,-122.8383286
SHEN-B32QAM,Indian Haveli Restaurant Ltd,7488 King George Blvd,Surrey,Restaurant,49.13853724,-122.8452552
SYOG-5M598H,Irmandade Portuguesa Do Santo Cultural Society,12918 112 Ave,Surrey,Restaurant,49.20610809,-122.8643231
SHEN-AU2Q9Y,Islands Cafe,16041 24 Ave,Surrey,Restaurant,49.04630357,-122.7777057
GEDS-6TKTH5,Izumo Sushi Japanese Restaurant,13631 100 Ave,Surrey,Restaurant,49.18443697,-122.8442852
NDAA-9BXM68,Jack's Public House,9082 152 St,Surrey,Restaurant,49.16791232,-122.8009788
A018937    ,Jade Valley Restaurant,10090 152 St,Surrey,Restaurant,49.18575463,-122.8005815
SHEN-9YPTKH,Jaipur Indian Cuisine,8840 120 St,Surrey,Restaurant,49.16398489,-122.8900713
SHEN-9Z3L58,Java Hut Cafe,7728 128 St,Surrey,Restaurant,49.1427663,-122.8676693
SDFO-8GDM7A,Jerusalem Grill,15933 Fraser Hwy,Surrey,Restaurant,49.15909621,-122.78079
HCAR-B7MRKA,Jin Soo Sung Chan Korean Restaurant,10312 152A St,Surrey,Restaurant,49.18971779,-122.7992504
NDAA-BBLPD6,JJ Cafe,5737 176 St,Surrey,Restaurant,49.1066014,-122.73519
SYOG-5M58ZM,Johnston Heights Church,9612 152 St,Surrey,Restaurant,49.17741513,-122.8007418
SYOG-5M57NR,Johnston Heights Secondary School Cafeteria,15350 99 Ave,Surrey,Restaurant,49.18238896,-122.7967186
GEDS-6CFT6B,Jolly Mac's,14815 108 Ave,Surrey,Restaurant,49.19943838,-122.8121412
GEDS-7UULCR,Jon's Newtrition Kitchen,8145 130 St,Surrey,Restaurant,49.15057874,-122.8625344
SHEN-AZEVE8,Joyful Indulgence Cafe,15222 32 Ave,Surrey,Restaurant,49.06141561,-122.8001818
SWOD-9YMUZR,Jugo Juice (Grandview Corners),2443 161A St,Surrey,Restaurant,49.0469929,-122.7753001
HCAR-B6PRJZ,Jugo Juice (Guildford),10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
GEDS-84XT8W,Jumbo Pizza (Surrey),5780 176A St,Surrey,Restaurant,49.10748286,-122.7334884
SHEN-ACXME6,Junior Scholars Educational Childcare,5728 142 St,Surrey,Restaurant,49.1069376,-122.8285687
SWOD-APSPEM,Just Cakes Bakeshop,7548 120 St,Surrey,Restaurant,49.13980911,-122.8900035
SPLH-98MP89,K Pop Karaoke Restaurant,14914 104 Ave,Surrey,Restaurant,49.19133785,-122.8083471
SPLH-9P8T6J,Kababji Grill,15775 Croydon Dr,Surrey,Restaurant,49.04768716,-122.784927
SHEN-AP5PB8,Kaffina Coffee,2950 King George Blvd,Surrey,Restaurant,49.0556839,-122.8055577
SHEN-ABMQBQ,Kairali Village Restaurant,12414 82 Ave,Surrey,Restaurant,49.15186633,-122.8785309
NDAA-9GVU9Z,Kalamaki Greek Grill,2711 192 St,Surrey,Restaurant,49.05150946,-122.6918208
SWOD-APPNNE,Kalmar Restaurant,8076 King George Blvd,Surrey,Restaurant,49.14970607,-122.8453794
A019244    ,Kam Wah Restaurant,9340 120 St,Surrey,Restaurant,49.17281582,-122.8899212
GEDS-6MNMCW,Kamal Sweets & Tandoori Hut,6977 128 St,Surrey,Restaurant,49.12968509,-122.8680644
GEDS-7SDLR2,Kami Japanese Restaurant,2215 160 St,Surrey,Restaurant,49.0420561,-122.7797716
NDAA-95HQ6Q,Kami Strawberry Hill Japanese Restaurant,12101 72 Ave,Surrey,Restaurant,49.13501849,-122.8876389
GEDS-69PR95,Keg Steakhouse & Bar #131,15180 32 Ave,Surrey,Restaurant,49.06140173,-122.8021464
GEDS-6VJPCQ,Keg Steakhouse & Bar (Scott Rd),7948 120 St,Surrey,Restaurant,49.14744796,-122.8900687
SHEN-A7WQC8,Kelly's Pub,7218 King George Blvd,Surrey,Restaurant,49.1343323,-122.8452132
PGOO-69BTQX,Ken's Cafe,5695 176 St,Surrey,Restaurant,49.10577127,-122.7352032
SDFO-8MCPDC,Ken's Tea House,10692 135A St,Surrey,Restaurant,49.19701092,-122.8466936
SHEN-ATTV6D,Kerala Kitchen,9386 120 St,Surrey,Restaurant,49.17370646,-122.8899173
NDAA-9NKTFG,Kernels,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
NDAA-9BGPR8,KFC #017-001,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
GEDS-6HKV3L,KFC #018-004,10153 King George Blvd,Surrey,Restaurant,49.18592247,-122.8458478
ACAK-8T9PGA,KFC #1818/Taco Bell,9056 152 St,Surrey,Restaurant,49.16739931,-122.8009639
ACAK-8T9NSX,KFC #1820/Taco Bell,13577 73rd Ave,Surrey,Restaurant,49.13524174,-122.8460184
SDFO-8HEPAH,KFC #1838,12121 72 Ave,Surrey,Restaurant,49.13426465,-122.8875228
SHEN-APFQLS,Khalsa Rasoyee and Sweets,16055 Fraser Hwy,Surrey,Restaurant,49.1569391,-122.7771027
GEDS-66Z2DP,Khalsa School Cafeteria,6933 124 St,Surrey,Restaurant,49.12960441,-122.8792758
NDAA-9PPQAD,Khalsa Secondary School (High School),10677 124 St,Surrey,Restaurant,49.19613704,-122.8789124
A020053    ,Kid's Play Daycare Centre Food Service,12819 Old Yale Rd,Surrey,Restaurant,49.19765626,-122.866959
SWOD-AEVR4M,Kids & Company (King George),9900 King George Blvd,Surrey,Restaurant,49.18235922,-122.844907
SWOD-A83PU8,Kids & Company (Surrey Professional),13737 96 Ave,Surrey,Restaurant,49.17720977,-122.842751
NDAA-A9PNQA,Kids & Company Morgan Crossing South Surrey,15715 Croydon Dr,Surrey,Restaurant,49.04822684,-122.7871157
KSMH-AQNNLT,Kids Play Cafe & Cafe Artistico,14885 60 Ave,Surrey,Restaurant,49.11196946,-122.8099226
GEDS-7K9VBQ,Kiki's Kitchen,7392 138 St,Surrey,Restaurant,49.13707808,-122.8384055
PGOO-662TRV,Kiki's Restaurant,1959 152 St,Surrey,Restaurant,49.03727504,-122.8014669
GEDS-65FPRC,Kim Hoang Restaurant,10330 152 St,Surrey,Restaurant,49.19027016,-122.8000928
SHEN-AZMNFV,Kim's Deli,13740 104 Ave,Surrey,Restaurant,49.19140638,-122.8413808
GEDS-7A3RL8,Kimbelee Place,12935 96 Ave,Surrey,Restaurant,49.17733839,-122.8641024
A019679    ,Kimchi Palace Restaurant,6019 196 St,Surrey,Restaurant,49.11155799,-122.6802683
SPLH-AEPLC8,Kin Thai Kitchen & Bar,2443 161A St,Surrey,Restaurant,49.0469929,-122.7753001
HCAR-B9MQS9,King Do Restaurant,13922 104 Ave,Surrey,Restaurant,49.19134235,-122.8365118
SHEN-9PHPWJ,King George Pizza,7093 King George Blvd,Surrey,Restaurant,49.13100319,-122.8459898
SHEN-A2FL98,King Tut's Donair and Pizza,5691 177B St,Surrey,Restaurant,49.10579854,-122.7305337
PNEL-8RYR39,Kinsmen Lodge,9650 137A St,Surrey,Restaurant,49.17773169,-122.8417974
SHEN-9PXNWT,Knight & Day,9677 King George Blvd,Surrey,Restaurant,49.17836605,-122.8460597
SWOD-AHS22K,Koco Espresso,13585 16 Ave,Surrey,Restaurant,49.03142466,-122.8462418
HCAR-B6HRXN,Koh Noor Fast Catering,12889 84 Ave,Surrey,Restaurant,49.15556846,-122.8657296
NDAA-BCKQA9,Krishna's Dosa Palace,7500 120 St,Surrey,Restaurant,49.13913715,-122.8900684
GEDS-75NVFM,Krishnas Dosa Grill,8910 120 St,Surrey,Restaurant,49.16515223,-122.8900695
SPLH-9SZQG4,KSP Shahi Catering & Sweets,12815 85 Ave,Surrey,Restaurant,49.15759827,-122.8674407
JDSO-ACGNVG,Kubyertos Lechon House,8140 120 St,Surrey,Restaurant,49.15114002,-122.8900665
NDAA-9BHTGZ,Kung Pao Wok,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
HCAR-BCSP3M,KW Gardens Chinese Restaurant,2338 King George Blvd,Surrey,Restaurant,49.04476621,-122.7921186
NDAA-9B3QS3,Kwan Kee Noodle House,15277 100 Ave,Surrey,Restaurant,49.1844401,-122.7987902
A020029    ,Kwantlen Park Secondary School Cafeteria,10441 132 St,Surrey,Restaurant,49.19222044,-122.8566797
SDFO-8KMTQB,Kwantlen Pizza Sweets & Snacks,15122 72 Ave,Surrey,Restaurant,49.13351251,-122.8026091
SHEN-9PHLGV,Kwantlen Pizza Sweets & Snacks,12578 72 Ave,Surrey,Restaurant,49.13327245,-122.8741596
MARO-B25NSM,Kyoto Sushi Japanese Restaurant,13651 72 Ave,Surrey,Restaurant,49.13373649,-122.8440102
MARO-B3ER9D,L'Aromas Coffee / Malone's,12901 16 Ave,Surrey,Restaurant,49.03150214,-122.8651009
A020119    ,La Charcuterie Deli,19080 96 Ave,Surrey,Restaurant,49.1768378,-122.6944152
SWOD-A58Q7W,La Conquistadora de Pablo,10511 King George Blvd,Surrey,Restaurant,49.19366523,-122.8456046
KSMH-ASUUGL,La D'Amico Pizza,13916 Grosvenor Rd,Surrey,Restaurant,49.20368515,-122.8363483
A016961    ,LA Matheson Secondary School,9484 122 St,Surrey,Restaurant,49.17529188,-122.8843971
PNEL-8RHMJZ,La Tandoori Pick & Go Restaurant,7743 128 St,Surrey,Restaurant,49.14346097,-122.8681748
JDSO-ACMMJJ,La Van Tea,1688 152 St,Surrey,Restaurant,49.03243524,-122.8008931
SWOD-9Y2MB7,Lahori Sweets & Restaurant,12877 80 Ave,Surrey,Restaurant,49.14842952,-122.8651435
PGOO-665TGZ,Lakwon Rice Bakery,12520 Old Yale Rd,Surrey,Restaurant,49.19705281,-122.8753878
SPLH-9KHPNC,Landmark Cinemas 12 Guildford Surrey - Concession,15051 101 Ave,Surrey,Restaurant,49.18627117,-122.8050192
SPLH-9KHS7E,Landmark Cinemas 12 Guildford Surrey - Pizza Pizza,15051 101 Ave,Surrey,Restaurant,49.18627117,-122.8050192
SHEN-A7LPGD,Lark Care (Laurel) Operations Ltd.,9688 137A St,Surrey,Restaurant,49.17842207,-122.8417803
SDFO-8DFUST,Launching Pad,984 160 St,Surrey,Restaurant,49.0199688,-122.7789908
SPLH-ARLUG4,Lazeez Pizza,9014 152 St,Surrey,Restaurant,49.16697429,-122.7992408
SHEN-BCSQS2,Le Jardin Restaurant,1677 128 St,Surrey,Restaurant,49.03285473,-122.8677942
JDSO-AD3QH2,Leaf Tea,1618 152 St,Surrey,Restaurant,49.03148525,-122.8008968
SPLH-9P2P7K,Lee Gar Nei K-Food,15280 101 Ave,Surrey,Restaurant,49.18597274,-122.7986031
MARO-B39VCZ,Lee Garden Seafood Restaurant,8080 120 St,Surrey,Restaurant,49.15013643,-122.8900135
SWOD-AHZUMF,Lee Yuen Seafood Restaurant,14755 104 Ave,Surrey,Restaurant,49.19166808,-122.8136896
SHEN-B7BNSR,Lee Yuen Seafood Restaurant,1812 152 St,Surrey,Restaurant,49.03508252,-122.8008684
NDAA-9YQU3K,Lee's Express Chinese Food,9181 148 St,Surrey,Restaurant,49.16969397,-122.8124313
HCAR-B8BV64,Lele Cafe,15300 105 Ave,Surrey,Restaurant,49.19317507,-122.7977179
HCAR-B6VVCN,Liberty Kitchen Grandview,16010 24 Ave,Surrey,Restaurant,49.04523092,-122.7785676
GEDS-65GNXR,Lighthouse Fish & Chips,9631 128 St,Surrey,Restaurant,49.17753881,-122.8680934
SPLH-AAATM9,Lighthouse Fresh & Tasty (88th Ave Surrey),12499 88 Ave,Surrey,Restaurant,49.16335778,-122.8766604
GEDS-7UUR33,Lighthouse Fresh and Tasty,8050 King George Blvd,Surrey,Restaurant,49.14889075,-122.845255
GEDS-6BEQ5E,Little Caesars Pizza #456-003,7135 138 St,Surrey,Restaurant,49.13246636,-122.8391595
A014053    ,Little Caesars Pizza #456-004,12830 96 Ave,Surrey,Restaurant,49.17696905,-122.8670944
A017919    ,Little Caesars Pizza #456-006,8888 152A St,Surrey,Restaurant,49.16418147,-122.7994144
HCAR-AUFSB5,Little Caesars Pizza #4889-0001,3041 152 St,Surrey,Restaurant,49.05731993,-122.8020893
